,doi,text,label,split
622,10.1002/smll.201902603,"However, for most porous carbons with a high SSA, their densities are usually lower than 0.6 g cm-3which significantly restricts the development of compact SIBs for practical applications.",macro,train
623,10.1039/c4ra05336b,"The low diffusion coefficient of Na2MnPO4F in the sodium-ion battery may be explained by the intrinsic limits of the accommodation between the polyanionic framework and the larger sodium ion, which was also quantitatively studied by Zhu et al.",micro,train
624,10.1002/smll.201402246,"In addition, only a limited number of Na+ ions ([?",no,train
625,10.1016/j.cej.2017.01.108,"Moreover, the source material for the AC and appropriate mass balance cannot be ruled out for such high performance configuration.",no,train
626,10.1002/advs.201600392,"On the other hand, due to the intrinsic poor electron conductivity of phosphate materials, it is important and effective to improve the electrochemical performance of phosphate materials by carbon decoration.",macro,train
627,10.1021/acsnano.5b06958,"However, despite their superior electrode performance, the reaction mechanism of the MXene electrodes has not been fully characterized to date.",both,train
628,10.1016/j.electacta.2011.12.055,"Li4P2O7 leads to degradation of cyclability, whereas a small amount of Li3PO4 is beneficial for the improvement in capacity and rate capability.",both,train
629,10.1039/c4ee03361b,"Owing to the phase transition from O3 to P3 and structural distortion, it is difficult to detect the atom occupancies in the P3-layered structure; the increased interlayer spacing of 0.566 nm corresponding to (003) fringes is observed in Fig. S6e and f.+",no,train
630,10.1002/celc.201600330,"More information can be found in the Full Paper by D. Buchholz, S. Passerini, and co-workers on page 1124 in Issue 7, 2016 (DOI: 10.1002/celc.201600152).",no,train
631,10.1002/smll.201905115,"However, traditional coprecipitation methods cannot prepare self-standing electrodes to meet the needs of wearable energy storage devices.",macro,train
632,10.1016/j.jpowsour.2018.10.058,"The approaches of constructing O3/P2 hybrid composites can partially improve the cycling stability, but general approaches sacrifice the advantages of high capacity and low cost of the O3-type cathodes due to excessive sodium deficiency and lithium substitution.",no,train
633,10.1021/acsami.6b11773,novel electrode that is soft and easy-to-handle and can be adhered onto the solid electrolyte pellet.,no,train
634,10.1016/j.ssi.2012.09.019,"However, the variation in the conductivities of polycrystalline beta alumina is higher than that for NASICON, which is likely due to the influence of grain boundaries (composition and amount) in limiting the transport of ions in polycrystalline beta alumina.",micro,train
635,10.1016/j.mseb.2017.12.001,Limited is the work in the literature concerning the doping of this material.,micro,train
636,10.1002/aenm.201701189,"An aqueous Na-ion batteries would be far more economically competitive than LIBs for large-format applications, where cost, safety, greenness, and cycle-life outweigh energy density considerations, and would provide an ideal resolution to all these concerns mentioned above.",no,train
637,10.1039/c9nr90193k,A corrected author list is therefore provided for this correction.The Royal Society of Chemistry apologises for these errors and any consequent inconvenience to authors and readers.,no,train
638,10.1016/j.commatsci.2017.03.031,The projected-augmented wave (PAW ) method is applied to treat ion-electron interactions.,no,train
639,10.1016/j.nanoen.2016.03.014,"This is among the most favorable reported, and is due to copious nanoporosity that enables fast ion sorption at the many N and O moieties and graphene defects.",no,train
640,10.1021/acs.nanolett.6b00942,"However, the larger and heavier Na+ ion (radius 1.02 A, mass 22.99. mol-1) as compared to Li+ ion (radius 0.59 A, mass 6.94. mol-1) makes it difficult to identify appropriate electrode materials with the capability of fast and stable sodium-ion insertion/extraction.",intro,train
641,10.1016/j.ssi.2019.02.021,"Though the obtained ionic conductivity of PEO/E8 LC/NaIO4 (10 wt%) electrolyte is relatively less, still it opens new platform towards the fabrication of nanocomposites PEO/E8 LC/NaIO4 novel electrolytes with improved desired electrolyte characteristics.",no,train
642,10.1016/j.cej.2020.124210,"The S@Co/C/rGO electrode delivers very stable architecture and fast reactivity between sulfur and Na, which leads to an excellent electrochemical performance in both liquid-state and solid-state RT Na/S batteries.",no,train
643,10.1016/j.electacta.2019.134639,"The origin of D3 and D4 bands are rather unclear, but could be associated with the high amorphization of the sp3 carbon and the disordered graphitic lattice, respectively.",no,train
644,10.1016/j.materresbull.2018.03.035,"Therefore, safety and cost issues baffle us in large-scale applications.",intro,train
645,10.1021/acsami.7b11282,"Specifically, O or P represents the octahedral or prismatic environment for Na sites and the number 2 or 3 indicates the minimum number of transition metal layers in the cell unit.Materials with O3 structure have larger capacity due to the higher sodium content than that of P2 type.",no,train
646,10.1002/adfm.201403241,"This value is 0.3 lower than that of pristine FeO0.7F1.3, which indicates that the charge-discharge process is not completely reversible, agreed well with the difference between the charge and discharge capacity for the initial cycle.",no,train
647,10.1016/j.electacta.2013.07.009,"From the electrochemical impedance analysis (EIS), an elegant method to analyze the kinetic behavior of electrode materials, it is clear that both the surface resistance and the ion diffusion in the solid phase play a role in limiting the material performances, while the contribute of the electrolyte conductivity is negligible.",no,train
648,10.1016/j.jpowsour.2017.10.019,The electrochemical properties of Na2Mn3-xFex(P2O7)2 compounds show that Na2Mn3(P2O7)2 exhibits a electrochemical activity in the voltage range of 1.5V-4.5V vs. Na+/Na with about 3.8V charge/discharge voltage plateau when using as the cathode material for SIBs although it gives a limited rate capability and poor capacity retention.,no,train
649,10.1039/c4cc05830e,These small diameters decreased the diffusion distance of Na+ in the crystal framework.,no,train
650,10.1021/acsami.7b11282,"Lithium-ion batteries (LIBs) have dominated the electronic and portable device markets since commercialization in the 1990s, which gradually brought the cost of raw materials up to ~$20 000/ton for Li2CO3.",intro,train
651,10.1016/j.mseb.2014.05.007,"In order utilize the full capacity of NaMn2O4 as well as improve the stability of the electrode, the major issue of possible electrolyte decomposition or other extraneous reactions occurring during charging (de-insertion of Na ion) of the electrode in the potential range above ~3.8V needs to be resolved.",both,train
652,10.1016/j.jallcom.2013.03.276,The need for large-scale batteries impels the development of new materials for lithium ion batteries.,intro,train
653,10.1016/j.electacta.2015.03.228,"For NaTFSI(PEO)9 the data differ only slightly at ca 293K (Fig. 4), with a ca. two times higher conductivity upon cooling than while heating, likely due to slow re-crystallization due to the effect of the TFSI anion.",no,train
654,10.1039/c5ra21589g,One facile synthetic route of 3-dimensional core-shell cobalt sulfides/dodecahedral porous carbon (cs-CoxSy/DPC) that is in situ derived from a Co-based zeolitic imidazolate framework (ZIF-67) has been reported.,no,train
655,10.1016/j.matdes.2018.01.041,"However, Na2O*2SiO2 glass suffers from relatively low conductivity and poor thermal stability as a result of crystallization and other defects.",micro,train
656,10.1021/cm501122u,"The anodic peak in the initial curve below 0.5 V rapidly tends to be inconspicuous in the second and third scan, which is primarily due to the decomposition of the liquid electrolyte and formation of an SEI layer on the surface of the electrode, matching well with the large capacity loss of the initial cycle shown in Figure 5a.",both,train
657,10.1021/acs.jpcc.5b11910,"After the reverse process of charging, both lithium and sodium ions are extracted from NaxCo1/3Ni1/3Mn1/3O2 oxides, resulting in a more complicated shape of the charge curves.",both,train
658,10.1039/c2cp40699c,"The Na analogous of lithiated mixed oxides, which are commonly used as positive electrode materials in lithium based batteries, are seldom investigated.",micro,train
659,10.1016/j.nanoen.2017.10.025,"Besides, their typical hierarchical structures of hollow macroporous cores with an ion-permeable microporous/mesoporous shell could effectively increase the specific surface areas and enhance the diffusion of electrolytes, thus improving the electrochemical performances of the electrode materials.",no,train
660,10.1039/c8ta90016g,The correct author list is as above.The Royal Society of Chemistry apologises for these errors and any consequent inconvenience to authors and readers.,no,train
661,10.1016/j.jallcom.2019.04.271,"However, the oxides' poor rate capability, inferior cycling stability and voltage decay impede the use of these oxides in practical applications.",macro,train
662,10.1002/celc.201500455,"The first cycle is highlighted in red.As one can see, partial substitution of Fe by Mn reduces the first charge capacity from 110 mAh g-1 (y=0) to 80 (y=0.25), 60 (y=0.5), 30 (y=0.75), and 0 mAh g-1 (y=1).",no,train
663,10.1002/aenm.201701912,"Furthermore, it is difficult to use Na metal for rechargeable battery applications due to potential safety risks.",intro,train
664,10.1002/aenm.201402235,The results suggest that the composite polymer electrolyte is a very attractive separator for a large-scale battery system where safety and cost are the main concerns.,no,train
665,10.1021/acs.chemmater.8b02456,Further complexity is added by the kinetic limitations placed on the compositions with applied current and associated material utilization.,no,train
666,10.1021/acsami.6b15666,Further investigations are necessary to address the above-mentioned issues.,no,train
667,10.1002/cphc.201500599,"However, the rarity and uneven distribution of lithium hinder further applications of LIBs in grid energy storage (GES).",intro,train
668,10.1016/j.ssi.2017.10.014,This behaviour suggests that the mechanism of Na+ diffusion is different in PF6 mixtures compared to the FSI and NTf2 mixture and this may be a result of different strength of speciation and the complex phases formed in the PF6 case.,no,train
669,10.1039/c9ta90197c,"The Royal Society of Chemistry hereby wholly retracts this Journal of Materials Chemistry A article, with the agreement of the authors, due to concerns with the reliability of the electron microscope (EM) and XRD images in the published article.Date: 1st August 2019.",no,train
670,10.1039/c5ra01895a,"At present, a variety of layered sodium transition-metal oxides NaxMO2 (M = Co, Ni, Mn, V, Fe, Cr, etc.) cathode materials have been reported.",no,train
671,10.1016/j.mseb.2019.02.007,"In addition, there is still no evidence capacity fading.",no,train
672,10.1039/c6ee00640j,"Nevertheless, reported energy densities are already higher than those of existing lithium iron phosphate-lithium titanate (LFP-LTO) type LIBs and are expected to exceed also those of lithium iron phosphate-graphite (LFP-C) LIBs.",no,train
673,10.1002/adfm.201908754,"It is revealed that the monoclinic phase (M-MnHCF-60) undergoes undesirable multiple two-phase reactions (monoclinic - cubic - tetragonal) during the repeated charge-discharge process, leading to poor cycling stability of 38% capacity retention.",both,train
674,10.1021/acs.nanolett.8b03637,Here a comprehensive study on a model material NaNi 0.7 Mn 0.15 Co 0.15 O 2 reveals its reaction chemistry with air and the dynamic evolution of the degradation species upon air exposure.,no,train
675,10.1016/j.ssi.2017.02.007,"Calculations were performed using the first-principles density functional theory (DFT) and the plane-wave pseudopotential method, which were implemented in the Vienna ab initio Simulation Package (VASP) [21-22].",no,train
676,10.1016/j.nanoen.2019.03.066,"Yet the development of SIBs has been hindered by the low reversibility, sluggish ion diffusion, as well as large volume variations.",macro,train
677,10.1016/j.jpowsour.2018.09.002,"A limited capacity at the end of the first discharge demonstrated a clear hindrance for completive reactions upon sodiation, differently from lithiation.",macro,train
678,10.1021/acsami.7b09658,This work unravels the significance of lattice water in layered oxides and opens the door for studying the general phenomenon of water-containing layered compounds.,no,train
679,10.1016/j.ccr.2019.06.015,"Oxygen-deficient metal oxides with regulated properties have been applied in many aspects, especially lithium/sodium-ion batteries and supercapacitors, in which the VO-induced mobility, conductivity, and structural stability could affect their performance to a great extent.",no,train
680,10.1021/acsaem.8b00889,"Even at a high current rate of 3C (1C = 45 mA/g), it still delivers 82% of the theoretical capacity.",no,train
681,10.1021/acsami.8b07031,"The creation of turbostratic in-plane structure degrades the SIB electrode performance of layered titanate, indicating the detrimental effect of in-plane structural disorder on electrode activity.",both,train
682,10.1039/c7ta02165h,"The rate performance of the NVP-based cathodes is displayed in Fig. 5d and Table S3.+ The pristine NVP has discharge capacities of 30.9 and 9.5 mA h g-1 at 5C and 10C, respectively, and is not able to operate at a current rate of 20C.",macro,train
683,10.1039/c2ra20666h,"A main difference in the IR spectra is the appearance of a pair of strong bands at 1177 and 918 cm-1 and a single band at 2045 cm-1 in the PPy/FC sample, which are characteristic of doped state of PPy and the Fe(CN)64- dopant, respectively.",no,train
684,10.1016/j.electacta.2019.135193,Introduction of EMImFSI results in the occurrence of a SEI that hinders the plating except for the 10% EMImFSI-NaFSI based electrolyte.,no,train
685,10.1021/acsami.8b17887,"Therefore, we need to find an alternative storage technology to lithium, which can balance the cost as well as the performance.",no,train
686,10.1021/acs.chemmater.5b04289,The oxidation state of Ni in NaxFe0.5Ni0.5O2 upon cycling deviates more significantly from the nominal value than that in NaTi0.5Ni0.5O2.,no,train
687,10.1002/aenm.201400083,"However, the increased demand of lithium and the comparably limited geographic location of resources is reflected in a rapid rise in the price.As a consequence, the identification of energy storage systems as alternatives to lithium is now seen as a valid step to lead to the development of economically sustainable secondary batteries.",no,train
688,10.1039/c5ta00623f,"In the near future, it could be more feasible to develop rechargeable Li/FeS2 and Na/FeS2 batteries than the Li/S batteries.",no,train
689,10.1021/acs.chemmater.8b02862,Many strategies have been undertaken to limit the well-known phenomenon of dissolution of the active material in the electrolyte.,micro,train
690,10.1039/c3ta12868g,"Given the analogous chemical natures of Na and Li, Na-ion batteries have attracted increasing attention as the most promising alternatives to Li-ion batteries.",no,train
691,10.1016/j.jpowsour.2013.08.095,"However, although the reversible capacity was not abruptly decreased, the gradual degradation of the capacity was still observed.",macro,train
692,10.1016/j.nanoen.2016.06.005,"However, aggregation and restacking of MXene sheets via van der Waals interactions and hydrogen bonds cause limitations in the material's performance and impede ion access to the active materials.",both,train
693,10.1021/nl501692p,"Recently, our group has invented an ambient hydrolysis deposition (AHD) methodology that features sequential water vapor adsorption in nanoporous carbon, followed by.",no,train
694,10.1016/j.jpowsour.2017.12.051,"The migration pathways and energy profiles for x = 1.5 and 1.75 are shown in Figs. S3 and S4, respectively.",no,train
695,10.1016/j.matlet.2018.03.090,"However, there are many bottlenecks need to be solved.",intro,train
696,10.1021/acsami.9b01484,"When Na ions are instead at face-sharing prisms, they are forced into a tetrahedral-like coordination along the gliding process, which implies a much higher energy barrier than that associated with distorted square pyramids.",no,train
697,10.1039/c6ta03580a,The robustness and conductivity of NGSs can compensate for the shortage of SnS2 as an anode for LIBs and NIBs.,micro,dev
698,10.1039/c9ta90027f,"The article reports the synthesis of mesoporous amorphous FeOF nanococoons for sodium-ion batteries.Journal of Materials Chemistry A is publishing this expression of concern in order to alert our readers that we are presently unable to confirm the accuracy of the data reported in Fig. 1a, of this Journal of Materials Chemistry A paper and Fig. S5a, S8, S9i, S9k, S12c-d, S13e, S14a, S26a, and S27a-b of the ESI.An investigation is underway, and this notice will be updated when a final outcome is reached.Sam Keltie",no,train
699,10.1002/chem.201705466,"Sulfide glass and oxide ceramic sodium-ion conductors are two kinds of common inorganic crystalline SSEs.3 Usually, sulfide electrolytes have higher ionic conductivities than that of oxides at RT, but sulfide electrolytes create unfriendly environments, easily releasing toxic H2S gas.4 In 1976, Hong et al.5 discovered NASICON-type Na3Zr2Si2PO12, and at RT, its conductivity is [?",no,train
700,10.1016/j.matlet.2018.03.004,"More importantly, the synthesis method of metal selenide is more simple and convenient than the Se/C composites.",no,train
701,10.1039/c7ra00566k,"However, concerns are raised when comes to Co due to its toxicity and its general high cost.",intro,dev
702,10.1039/c9ta11369j,"Thus, it is necessary to produce high-performance hard carbon anode materials with high ICE to improve the SIB technology.",macro,dev
703,10.1016/j.cej.2019.03.166,"To solve this problem, several methods have been introduced such as morphology controlling, introduction of conductive substrate and cation doping.",no,train
704,10.1002/anie.201912272,"The combined inductive effects from oxalate and sulfate, and the Fe2+/Fe3+ redox reactions contribute to reversible Na-ion insertion/desertion with average discharging voltages of 3.5 V and 3.1 V.",no,train
705,10.1016/j.electacta.2019.04.136,"It is worth noting that the conductivity of the NCF@rGO (0.27 S cm-1) is higher than that of the NCF (1.3 x 10-3 S cm-1) (TablesS1 and SI), suggesting that the uniform coating of the high-conductivity rGO sheets vastly enhance the overall electrical conductivity of the matrix.",no,train
706,10.1039/c6ta01342b,This study demonstrates the importance of controlling the oxygen vacancy in optimizing materials for long-life rechargeable sodium-ion batteries.,no,train
707,10.1021/acsami.7b13472,"This new finding raises questions about the origin of the high-voltage plateau and the phase transition that accompanies it, and further studies are needed to understand and improve the stability of P2-type materials at high voltages.",no,train
708,10.1021/jacs.7b05176,"Great efforts have been devoted to improve the overall performance of NIBs, in which the advancements of cathode materials play.",no,dev
709,10.1039/c5ee00695c,The cycling performance and rate capability of cells with bare NaCrO2 cathodes were disappointing (70% at the 100th cycle).,macro,dev
710,10.1039/c6ta01111j,"Synchrotron Radiat., 2005, 12, 537).The electrochemically driven aqueous ion-exchanging of commercial olivine LiFePO4 into NaFePO4 was carried out in a three-electrode electrochemical system with a SCE (saturated calomel electrode) and a platinum electrode as the reference and counter electrode, respectively.",no,dev
711,10.1016/j.jpowsour.2016.05.132,"More importantly, sodium is the 6th most abundant element in the earth's crust and its amount is more than 1000 times larger than that of lithium, suggesting its much lower cost and greater suitability than lithium to be the power source for future EVs.However, an issue with non-aqueous NaO2 batteries is that the discharge product NaO2 is insoluble to the electrolyte and would deposit in the cathode, leading to the pores clogging and oxygen transports blocking, which significantly limits the discharge capacity and cyclability.",no,dev
712,10.1002/smtd.201600063,"Electrolytes in batteries must cater to the needs of both electrodes because of the complex interface systems between the electrolyte and electrodes, which can strongly influence the usable scope of materials.",macro,dev
713,10.1039/c4cc05830e,"Assuming that 30% weight loading of the cathode active materials is possible in a commercial full cell, the energy density and the power density were estimated to be 81.72 W h kg-1 and 90 W kg-1, respectively, which can compete with the lead-acid batteries (about 40 W h kg-1).",no,dev
714,10.1016/j.electacta.2017.12.141,"Using solvents with high donor numbers (low acidity), and therefore strongly interacting with the discharge product, leaded to a scenario where the electrochemically generated O2 - could not be easily transferred from the electrolyte to the cathode via precipitation as NaO2 (ke > kdes).",micro,dev
715,10.1016/j.nanoen.2018.03.069,The demand for high energy density and low cost rechargeable batteries has stimulated the search for advancing existing technology as well as the exploration of alternative chemistries beyond conventional Li-ion intercalation chemistry.,no,dev
716,10.1002/adma.201600846,"In view of the significant cost advantage of Na and PB, the use of such a battery for static storage (such as grid) is promising, too.",no,dev
717,10.1002/smll.201703951,"However, the DIBs based on sodium-ion electrolytes are seldom reported due to the lack of appropriate anode materials for reversible Na+ insertion/extraction.",macro,dev
718,10.1039/c6ta05780b,An effective way to overcome these shortcomings is to exploit different morphologies and nanostructures.,micro,dev
719,10.1002/celc.201402208,"Despite the unique nanostructure, which can facilitate ion and electron transport, the poor intrinsic electronic conductivity still has a quite passive impact on the electrochemical performance.",both,train
720,10.1039/c6nr00409a,"Amorphous FePO4, which has been previously investigated as a potential cathode material for LIBs, is also a promising candidate for SIBs.",no,dev
721,10.1002/smll.201702961,High-efficiency energy storage technologies and devices have received considerable attention due to their ever-increasing demand.,no,dev
722,10.1016/j.apsusc.2019.143849,"In sodium-ion batteries, the organic positive electrode material and carbon material have the advantages of abundant resources, low cost, environmental friendliness, recyclability, etc. [7-10] Among the organic electrode materials, terpenoid organic compounds have higher theoretical specific capacity and energy density, which has become a hot spot in the research of secondary battery cathode materials [11-14].",macro,dev
723,10.1002/anie.201701213,"The CuTCNQ electrode and carbon film were encapsulated together in the operando cell (configuration is shown in the Supporting Information, Figure S6 b,c) to monitor the UV/Vis absorption change of the electrolyte.",no,dev
724,10.1016/j.nanoen.2018.07.042,"To directly compare the crystal structures of P_1-NCM, the enlarged HAADF-STEM image are shown in Fig. 1e.",no,dev
725,10.1016/j.jpowsour.2014.06.049,"Moreover, transition metal dichalcogenides have a larger interlayer spacing than graphite, and offer a wide range of electron affinity for the intercalation of a guest electronegative ion.While this ability to readily intercalate guest ions has been greatly exploited for exfoliating these layered structures into individual layers, attempts to employ transition metal dichalcogenides as active electrode materials for rechargeable batteries have been few, and so far, largely limited to LIBs.",no,dev
726,10.1039/c7ra13441j,"However, much effort still should be devoted to the exploration of novel electrode materials because the larger ionic radius of Na+ usually induces sluggish kinetics during the electrochemical insertion reactions with unsatisfactory rate capability and cycle stability.",micro,dev
727,10.1039/c7ta03687f,"Thus, it is demonstrated that the activation of the V5+/V4+ redox couple, which significantly contributes to the increase of the overall capacity of the new materials, limits the reversibility of the electrochemical reaction.",micro,dev
728,10.1039/c3ee40914g,"The relationship between ionic transport and electrochemical properties among these materials highlights the crucial importance of the volume expansion-induced strain on de(intercalation), which is more substantial for the larger Na+ (vs. Li+) ion.",no,dev
729,10.1016/j.electacta.2018.12.131,"However, the cycle performance together with rate capability of Na3V2(PO4)2F3 has been restrained on account of its low electronic conductivity.",both,train
730,10.1021/acsami.7b17893,The main scientific challenge for their practical application is to develop suitable anodes with long-term cycling stability and high rate capacity.,macro,dev
731,10.1021/acs.jpcc.8b11512,"The migration path remains the same, that is, topahollowatop for zigzag direction.",no,dev
732,10.1016/j.cej.2018.09.099,"However, the particle size of NVPF/C is approximately 5 mm with irregular shape and serious agglomeration (Fig. S1).",micro,dev
733,10.1039/c6ta09754e,"However, because of the intrinsic electrical insulation of conjugated carbonyl polymers, it is a great challenge to simultaneously achieve high capacity, high rate capability, and long cycle life.",intro,dev
734,10.1016/j.cej.2019.122934,"Considering the growing demand for high-performing, but sustainable and low-cost devices able to store the electricity produced from renewable sources, this work highlights the possibility of designing battery components based on abundant materials (such as sodium) and sustainable or reused/recycled waste-derived components (such as PGs), therefore resulting in a step forward towards proofing the effective exploitation of the new chemistries and/or materials in the energy storage field.",no,dev
735,10.1021/acsaem.8b01325,"However, most of these materials suffer from rapid capacity decay during high-voltage cycling.",intro,dev
736,10.1016/j.nanoen.2019.104136,"However, it remains a challenge to achieve outstanding rate performance because of a large ion radius of Na+ and insulation of red-P.",both,train
737,10.1039/c4ta06018k,"The long durability, high power and energy density, and low cost needed for stationary energy storage posing constant challenges for conventional battery technology inspire people to explore new kinds of energy storage technologies.",intro,dev
738,10.1039/c6ta05030a,"Na3V2(PO4)3 (NVP), a prevalent cathode candidate and one of the most stable Na-ion host materials, still exhibits capacity losses in prolonged cycling.",macro,dev
739,10.1016/j.ssi.2019.03.025,This indicates that a small percentage of Na ions on the V site and V ions on the Na site would be observed at elevated temperatures.,no,dev
740,10.1016/j.jallcom.2019.152270,"However, the sluggish sodium-ion diffusion and poor electronic conductivity of NVOPF still hinder their practical application.",macro,dev
741,10.1039/c8ta90150c,"Expression of concern for 'Hollow amorphous NaFePO4 nanospheres as a high-capacity and high-rate cathode for sodium-ion batteries' by Chun Li et al., J. Mater. Chem. A, 2015, 3, 8265-8271.",no,dev
742,10.1021/jacs.6b05382,"The observed ESR pattern and extracted hyperfine coupling constants (I+- N = 13.2 G, I+- H I2 = 11.0 G, and I+- H I3 = 0.8 G) are the same as those of the reported DMPO-OOH adduct (see Figure S3 for the detailed analysis of the ESR spectra).",no,dev
743,10.1039/c6ta01111j,"Well correlated with the charge-discharge profile, the asymmetry of the charge and discharge processes is obvious in the evolution of the Fe K-edge energy.",no,dev
744,10.1039/c6ta10535a,Alternatives to hard carbons need to be identified to improve the energy density of Na-ion batteries.,no,dev
745,10.1039/c3ee40811f,"Despite potential disadvantages, including larger size (1.02 A) of Na cations and higher redox potential (-2.71 V vs.",no,dev
746,10.1039/c5cc04422g,3e shows a plot of Z' versus o-1/2 at low frequency; sw can then be determined from the slope of the fitting line.,no,dev
747,10.1021/am502480v,This can be ascribed to an increase in the overpotential resulting from the fact that there was not enough time for the intercalation of the Na cations into the crystal lattice.,both,train
748,10.1016/j.cplett.2019.136607,"However, we recently found that pristine C60-based electrodes, although being effectively able to electrochemically intercalate a significant amount of Na, display a strongly irreversible character after the first discharge and are not suitable to operate as anode material in secondary Na-ion batteries.",macro,dev
749,10.1021/nl401995a,The Na+ insertion/deinsertion in. host material is much more difficult than that of Li+.,micro,dev
750,10.1039/c7se00120g,"In most of the cases, alloying reactions are accompanied with large volume expansion, resulting in continuous pulverization of active materials and then their loss of electrical contact with current collectors, deteriorating the capacity and cyclability.",macro,dev
751,10.1016/j.commatsci.2015.04.027,"Note that the currently available studies on NIBs mainly focus on the experimental side,,, whereas theoretical and computational studies remain relatively sporadic.",no,dev
752,10.1016/j.jpowsour.2013.06.159,"Therefore, a noticeable difference for the SEI formation and conversion processes existed for the lithiation and sodiation of iron oxide, matching with the above results.",no,dev
753,10.1016/j.electacta.2019.135502,"The expected large impact of transport electrification and middle and long-term energy storage will need cheap, efficient and safe batteries.",no,dev
754,10.1039/c8qi00768c,"Although Prussian blue analogues (PBAs) show promising potential applications as cathodes for sodium ion batteries, great challenges still remain to develop high-performance PBAs.",no,dev
755,10.1021/acs.nanolett.6b05174,"plating process for alkali metals, which is especially interesting as it underlies extremely efficient and stable electrochemical performance.",no,dev
756,10.1002/cssc.201901486,"Here, a calcium organic salt, Cabpdc (bpdc=4,4'-biphenyldicarboxylate) was designed and formed into a composite with reduced graphene oxide (rGO) to improve these two problems by a ""two-in-one"" approach.",no,dev
757,10.1002/smtd.201700219,"While anion substitution is predicted to be more effective in improving the properties of interest, there is still limited research on the approach probably due to the difficulty in the synthesis.",micro,dev
758,10.1021/acsami.7b05178,"high specific capacity of 35 mAh g-1 after 2000 cycles, corresponding.",no,dev
759,10.1016/j.electacta.2017.03.204,The demand for LIBs as power source for various applications is only predicted to rise with the soaring demand for smartphones and electrical vehicles.,intro,dev
760,10.1002/celc.201500240,"Vanadium pentoxide (V2O5), as a typical layered material, has shown great potential for SIBs, owing to its high theoretical capacity of 236 mAh g-1.6 Considering that the radius of Na+ (1.02 A) is larger than that of Li+ (0.76 A), the intercalation of Na+ into V2O5 is more difficult than that of Li+, thus resulting in lower reversible capacity and a worse rate capability.7 In addition, V2O5 suffers from some other limitations such as moderate electronic conductivity and low ionic conductivity.8 To resolve these issues, one of the most effective strategies is to design nanostructured V2O5, such as nanowires, nanotubes, and nanosheets, that could decrease the transport pathways for sodium ions and enhance the contact area between the active material and the electrolyte.9 In particular, 2D nanostructures, as the ideal ion transport and storage framework, have attracted much attention for electrochemical energy storage and conversion applications.10 However, to the best of our knowledge, there are no reports on 2D V2O5 materials as cathodes for SIBs so far.",no,dev
761,10.1002/admt.201800004,"However, they are prone to aggregate and are difficult to handle during electrode preparation.",micro,dev
762,10.1016/j.matlet.2018.03.004,The low-magnification SEM image of Ni3Se2 electrode is shown in Fig. 1 a.,no,dev
763,10.1016/j.commatsci.2015.04.027,"Komaba et al. revisited NaCrO2 electrode with currently available equipments and found that the highly reversible capacity was 104mAh/g in case of cutoff voltage at 3.6V, and that the extraction of Na+ per mole of NaCrO2 can be up to 0.5mol, whereas it was only 0.15mol in earlier report.",no,dev
764,10.1021/acs.iecr.6b01867,"Sodium titanates deliver relatively low working potential (vs Na+Na), which can mitigate the intrinsic drawback of low cell voltage of NIBs relative to that of LIBs.",no,dev
765,10.1016/j.jpowsour.2014.06.049,"Interestingly, at full concentration (x=1) 1T-MoS2 demonstrates a band gap in excess of 0.98eV.",no,dev
766,10.1021/acs.chemmater.6b01989,"However, the experimentally accessible performance of the fluorophosphates remains limited, primarily due to the fact that only half of the theoretical capacity has been reversibly cycled.",both,train
767,10.1002/anie.201907189,"Cyclic voltammetry (CV) curves (Supporting Information, Figure S14) exhibit one pair of broad reduction/oxidation peaks at about 0.8 V, corresponding to the insertion/extraction of Na+ into the TQDs lattices and the host sites in the 2D SNAs.3b, 8 Figure 3 a-c and the Supporting Information, Figures S15 and S16 show the cycling performance at 0.2 C, and clearly, SNAs[?",no,dev
768,10.1016/j.jpowsour.2017.01.033,"However, the rarity of lithium sources severely impedes the further application of LIBs.",intro,dev
769,10.1021/cr500192f,"Since sodium sites are isolated in the structure as shown in Figure b, a large barrier for sodium migration is expected in the maricite-type NaFePO 4 .",both,train
770,10.1016/j.jpowsour.2012.11.030,"The capacity of battery package in electrical vehicle (EV) requires over than 10kWh, therefore pretty much lithium resources will be required.",intro,dev
771,10.1039/c4ee03215b,"Our quantum mechanics calculations show that the underlying reason for the remarkable electrochemical activity of NaFePO4 is the significantly enhanced Na mobility in the transformed phase, which is ~one fourth of the hopping activation barrier.",no,dev
772,10.1039/c4ta00682h,The discharge capacity of the GNNM electrode at 1 C rate can reach 80 mA h g-1 after 200 cycles.,no,dev
773,10.1016/j.electacta.2017.06.080,"Makino et al. in a pioneering work used NASICON-type Mg0.5Ti2(PO4)3 as electrode material for magnesium insertion in non-aqueous cell, but deinsertion was not studied.",intro,dev
774,10.1021/sc500543u,"Different from application requirements in LIBs, SIBs will require extra space for Sn to expand inside the hollow carbon nanospheres, or rattle structure, in order to maintain a good cycling performance, which is our on-gong effort.",both,train
775,10.1016/j.electacta.2017.06.080,The drawbacks of this system could be the slow kinetics of magnesium insertion and the deterioration of the crystalline structure due to the strains generated by insertion of large amounts of magnesium.,both,train
776,10.1016/j.jpowsour.2016.01.101,"Sodium-ion batteries (SIBs) are considered as one of the most promising candidates to replace lithium-ion batteries (LIBs), because of their similar electrochemical properties, and geographical limitations of lithium.",intro,dev
