doi,text,label,split
10.1016/j.jallcom.2018.10.150,"The introduction of Co inhibited the irreversibility of the material and the introduction of Ni relieved the Jahn-Teller effect and reduced Mn dissolution, while the introduction of nickel further effectively increased the discharge voltage, consequently improving the energy density of the electrode.",both,train
10.1021/cm403855t,"The Li stoichiometry of the sample, which dropped from 0.086 to 0.051 between 4.1 and 4.4 V charge, increases again to 0.086 by the end of the first discharge.",no,train
10.1039/c8ta06667a,"The cycling stability was greatly improved in the case of FS@NC-0 (Fig. 5(b)), although the initial capacity decreased.",both,train
10.1016/j.cej.2019.01.173,"Furthermore, with increasing the mass loading, namely prolonging the reflux time, the relative intensity of the (0 3 1) peak of m-NFP gradually increases.",no,test
10.1039/d1ta08471b,"As the cycle number increases, the accumulated irreversible lattice oxygen loss may trigger detrimental TM migration, structural distortion and stacking faults, leading to capacity decay, voltage fade, poor cycling stability and sluggish Na+ deintercalation/intercalation kinetics.",no,train
10.1016/j.nanoen.2017.01.027,"Interestingly, the contact angle of the precursor solution on a PDDATFSI porous membrane (5.3deg, Fig. S5c) is much less than that on a polyolefin separator (65.1deg, Fig. S5a) or a glass fiber separator (64.2deg, Fig. S5b), implies the PDDATFSI membrane has a better wettability of IL compared to the traditional separators, which can be attributed to the structure similarity between PDDATFSI and EMITFSI.",both,dev
10.1021/acs.inorgchem.8b03065,The partially Li ion exchanged compound Li 2 FeA(H 0.5 PO 4 ) 2 showed better cycle life and experimentally achievable capacities up to 0.9 Li insertion with strong dependence on particle size.,both,train
10.1039/c5ee00878f,"The potentials display only a small increase of 0.027 V when the current is increased from 0.1 to 1 A g-1, and an increase of 200 times of current brings an increase of the potential of only 0.311 V when the current is increased to 20 A g-1, indicating the excellent structural stability of Sb nanorod arrays and fast electron transport.",no,dev
10.1002/cssc.202100247,"Similar to the Li-ion cells, the discharge capacity of FeS/srGOA displayed a gradual increase in capacity, indicating porous structure of electrode and interfacial charge storage.40 After 200 cycles a high discharge capacity of 710 mAh g-1 was retained by the composite.",both,test
10.1016/j.electacta.2014.09.068,"Na3V2(PO4)2F3 could deliver higher average voltage plateaus and relatively better cycling performances when compared with Na3V2(PO4)3, which should reasonably be ascribed to the effects of fluorine by replacing partial phosphate groups of Na3V2(PO4)3.",both,train
10.1021/jacs.7b05176,"Furthermore, NaNCMT cathode exhibits better rate performance (Figure 6c).",both,train
10.1039/c7ta03133e,"Moreover, Y-doping inhibited the crystal growth of the Na3V2(PO4)2F3 and decreased the particle size, which improved the active specific area of the electrode (a) and shortened the Na ion diffusion distance with a lower concentration polarization (ec) at the liquid/solid interface.",both,test
10.1016/j.jallcom.2019.03.290,The improved rate performance under elevated currents may illustrate that the higher content of Li2MnO3 is needed to counter the transition metal layer gliding caused by the phase transition during cycling.,both,test
10.1016/j.electacta.2019.06.020,"In addition, P2/O3-NMS0.1 shows a better performance than P2-NM, P2/O3-NMS0.05 and P2/O3-NMS0.2 when recharged with a low current of 15 mA/g, suggesting preferable stability of P2/O3-NMS0.1.",both,train
10.1002/smll.201402246,"It offers also an even better rate performance when associated with CNTs, which are responsible of the hybrid's outstanding electron transport properties.",both,test
10.1002/adfm.202010500,The capacity retention rate was significantly increased from 19.9% to 95.4% after the addition of SA.,both,train
10.1016/j.cej.2021.130547,"Notably, these increased capacities can be maintained in the subsequent cycles (Fig. 2b).",no,test
10.1039/c7ee02995k,"Furthermore, DFT calculations showed an increase in Na-ion diffusivity for the Mg-substituted samples.",both,dev
10.1039/d1ta07940a,"Not only is the capacity quite high and cycling retention good, but the stability with moisture was found to be better than P2 materials based on XPS.",both,test
10.1016/j.electacta.2019.134693,Cycling performance graph (Fig.7 ) indicates that Na2C4O4-containing full-cells show better capacity values after 40 cycles than those containing NaN3.,both,test
10.1002/aenm.201500944,"- Over the last years, the performance of sodium transition metal layered oxides has been significantly improved, - with the energy density of some O3 or P2 type layered compounds reaching beyond 500 Wh/kg.In contrast to the complicated phase transitions often observed in the O3 type layered compounds,several P2 compounds with mixed transition metals retain the P2 phase in a wide range of Na content.",both,test
10.1016/j.jallcom.2018.10.150,"Compared with the MF-W electrode, the better cycling and the higher middle discharge voltage make the MFCN-W electrode to display higher energy retention rate at high current density.",both,train
10.1016/j.elecom.2019.106635,"In contrast, the NFM half-cell with 1.5M salt concentration showed better performance in terms of both capacity and capacity retention.",both,dev
10.1002/adfm.201201589,"It is found that as the c-rate increases 20-fold from C/20 to 1C, the specific capacity decreases from 87 to 65 mAh g-1, exhibiting decent capacity retention such that 74% of the initial capacity is maintained.",both,train
10.1039/d0qm00364f,"Therefore, the electronic conductivity will be improved to some extent as the insulation effect decreases.",both,train
10.1016/j.matlet.2014.07.153,It is suggested that the stabilization of the main structure with metal substitution would contribute to the improved electrochemical performance.,both,train
10.1039/d0qi01033b,"Despite these achievements, the electrochemical performance of anode materials still needs to be improved.",no,dev
10.1002/advs.201700768,"As shown in Figures S11 and S12 (Supporting Information), the Na3V2(PO4)3/C cathode using a CMC binder delivers a significantly improved rate capability and cycle stability compared to that with PVDF as the binder, which further demonstrates the beneficial utilization of the CMC binder in SIBs.",both,train
10.1016/j.cej.2021.130547,"On the other h, the presence of functional additives in the electrolyte can increase the capacity retention of NFMO-NC and NFMO-NF to 36.8% and 33.6%, respectively, after 500 cycles.",both,dev
10.1021/acsami.7b15267,"It was shown to deliver a high capacity of ~160 mA h g-1 in sodium-ion cells, but its capacity and cycling stability needs to be further improved for practical application.",both,test
10.1002/aenm.201801197,"As the mass loading of as-prepared anode is around 5 mg cm-2, it was best tried to increase the mass loading to reach a mass ratio of 5:1 for cathode:anode in the full cell.",no,test
10.1016/j.electacta.2018.05.185,"The results indicate that the addition of ADN can indeed induce the formation of a better SEI film, but the amount of electrolyte additives is the key.",both,train
10.1039/d0cc02816a,The cycle performance of Na4V2O7 is significantly better than other cathode materials with ARR reported in the literature to date.,both,test
10.1002/adfm.201903795,"In a full cell configuration with a Na0.9[Cu0.22Fe0.30Mn0.48]O2 cathode and a hard carbon anode with presodiation, much improved capacity and energy density were realized.",both,train
10.1039/c9ta07346a,"This may contribute to better accommodate strain, therefore, help Ni 10% to reach a better capacity retention than Ni 20%, even though Ni 10% contains a larger amount of Mn3+.",both,dev
10.1016/j.electacta.2018.03.058,It is clearly evident that the Cu doped NaNMC cathode has higher discharge capacity and better stability.,both,train
10.1021/acs.chemmater.5b03276,"Such high capacity, stable capacity retention, and high rate capability are comparable to or better than those of high-performance layered oxide electrodes published to date.",both,train
10.1039/c9cc05137f,"Furthermore, the partial substitution of 0.5 Al3+ for V in Na3V2-z3+Alz(PO4)2F3 would lead to an increase of ~3% of the theoretical gravimetric capacity for the reversible exchange of 2 Na+ ions, while keeping the extraction of the third Na+ ion possible (i.e. for the exchange of 3 e- or Na+ ions per 1.5 V3+ in the pristine material).",both,train
10.1016/j.jallcom.2019.03.290,The electrochemical performances showed that the introduction of Li2MnO3 greatly improved the reversible specific capacity and interface stability under high cut-off voltage operation (4.8 V) compared to pristine NaNi1/3Co1/3Mn1/3O2.,both,test
10.1002/chem.201704131,"With increased catalytic Fe, an anomaly is observed at around 2.5 V for NVPF@C@CNF-10, which can be attributed to the contribution from a small amount of Na2FeP2O7 impurity.40 The NVPF@C@CNF-5 sample delivers a high capacity of 119.0 mA h g-1 with an initial Coulombic efficiency of 83.9 % (Figure 3 c).",both,dev
10.1002/aenm.202002737,"Furthermore, a full cell was constructed by using Na2/3Ni1/3Mn2/3O2 as cathode and commercial hard carbon as anode in FEC electrolyte; and its excellent performance (e.g., 94% capacity retention after 1000 cycles at 5 C, and 88% capacity retention when current density is increased from 0.3 to 10 C) further validates the feasibility of using electrolytes with fluorinated carbonates as solvents for practical application.",no,dev
10.1016/j.chempr.2018.01.007,The cycling performance and the Coulombic efficiency of the NMHCF cathode were significantly better in the solid-state sodium battery than in the cell using the conventional organic-liquid electrolyte.,no,train
10.1016/j.cej.2019.123233,"Compared with the NaClO4-free composite electrolyte, the composite electrolytes with NaClO4 show significantly improved ionic conductivities.",both,test
10.1039/c5cp06836c,This comparison reveals that the rate capability of Na2Fe0.5Mn0.5P2O7 is better than Na2MnP2O7.,both,train
10.1002/aenm.201803674,The capacity of Li-ion cathode materials has recently been greatly improved by the feasibility to trigger both cationic and anionic redox reactions within the same material.,both,train
10.1016/j.jpowsour.2018.05.026,"Compared to O3 phase, P2 phase has more open prismatic paths with a lower Na+ ions diffusion barrier, which makes it a promising structure with higher reversible capacity and better rate capability.",both,train
10.1039/d0qi01361g,"These excellent results indicate that the two-phase method could indeed be used to prepare PB crystals with high crystallinity, low defects and improved electrochemical performance due to long-time nucleation and growth.",both,test
10.1016/j.jallcom.2018.10.150,"The introduction of low-valent Ni can not only effectively reduce the trivalent Mn content, but also provide additional capacity and increase the discharge voltage of the electrode.",both,train
10.1039/c9ta02067e,"Compared with Co9S8, CoGa2S4 exhibits improved ion diffusion coefficients of 1.66 x 10-12 cm2 s-1, 3.11 x 10-13 cm2 s-1, 2.77 x 10-13 cm2 s-1, 4.46 x 10-14 cm2 s-1 and 6.46 x 10-15 cm2 s-1 at different temperatures, respectively.",both,test
10.1002/cssc.201801099,"The discharge capacity at 0.05 C with the new sodium salt as additive was around 120 mAh g-1 (Figure 7 b), which is a 50 % increase in the capacity of the cells compared to 80 mAh g-1 of the pristine electrode.",both,train
10.1039/c7ra01047h,Such impressive sodium storage properties with the CMC-Na binder may be attributed to better adherence between the active material surfaces and the binder as well as the highly conductive nature of the reduced graphene oxide.,both,dev
10.1039/c4cc05830e,"The coulombic efficiency reached about 88.2% in the first cycle, then increased to 95% in the subsequent cycles.",both,train
10.1039/c6ta10345f,The performances of the two full cells are much better than those of reported Sb-based full cells.,both,train
10.1016/j.jpowsour.2017.12.073,"Meanwhile, it can decrease the particle size to diminish the pathway of Na+ diffusion, which can increase ionic conductivity efficiently.",both,train
10.1016/j.nanoen.2017.01.027,"The improvement in tLi + for Li-HPILSE may be attributed to the fact that although the PDDATFSI and polymerized C1-4TFSI increase the concentration of TFSI-, the polar functional groups (such as ester group) on these PIL matrixes can limit the movement of TFSI- via chemical interaction and therefore promote mobility of Li+ This enhanced tLi + of Li-HPILSE is expected to reduce the polarization, and hence benefit the performance of Li-ion batteries.",both,train
10.1021/acs.chemmater.6b04769,"Even when x = 1/12 in Na2/3Ni1/3-xCuxMn2/3O2, the voltage curve was effectively smoothed and capacity retention improved.",both,train
10.1016/j.jallcom.2018.10.150,The simultaneous functions led to the improved cycle stability of the electrode.,both,train
10.1039/d1ta01164b,Mg- or Ti-substituted materials deliver slightly smaller reversible capacities of 185 mA h g-1 and exhibit better capacity capability in non-aqueous Na cells than non-substituted ones.,both,train
10.1016/j.jallcom.2017.02.200,"The charge transfer resistance (Rct) of the all the samples are calculated to be 690.6, 490.8, 296.7 and 276.4O.With the increase of amount of doping molybdenum, charge-transfer resistance of electrode material is smaller.",no,dev
10.1039/c7ta03133e,"For example, Wei et al. have reported that a LiCoO2 cathode material with La-doping and Y-doping resulted in improved capacity and a voltage plateau.",both,train
10.1002/cssc.201801099,The electrode with 30 wt % of the new salt (Na2C4O4) also shows an increase in the charge capacity similar to that of NaN3 with Na-CMC binder as well as with PVDF binder.,both,train
10.1016/j.matlet.2014.07.153,"Therefore, improved electrochemical performance can be observed for metal ion substituted samples.",both,dev
10.1016/j.cej.2019.123234,"Hence, the CV results suggest that NMMO and NMMO@NTP possess better structural reversibility in the sodiation/desodiation processes.",both,train
10.1021/acsami.7b03933,"Clearly, the reduced particle size and increased pore volume contributed to the significant increase in specific surface area of the NFPF-C sample.",no,test
10.1016/j.electacta.2018.05.185,"At the operating temperature of 45 degC,-10 degC, and-20 degC, the discharge capacity increases by 10.5%, 8%, and 13%, respectively.",no,test
10.1016/j.elecom.2018.11.019,"For instance, Guo's group found that high-quality NaxFeFe(CN)6 nanocubes (300-600 nm) showed greatly improved Na-storage performance compared with that of low-quality crystals with a granular morphology (~20 nm).",both,train
10.1021/acs.jpcc.5b11983,The Coulombic efficiency of Li-substituted samples has been improved to over 97% in comparison with that of over 95% for L0.,both,train
10.1039/d1ta08471b,"Additionally, the unit-cell volume change after the second cycle is significantly smaller than that of the first cycle, indicating that the material exhibits better reversibility during the second cycle.",both,dev
10.1016/j.jallcom.2019.152270,"Obviously, the sheet-like NVOPF-2 can provide better rate performance compared to other morphological NVOPFs, especially in high current density.",both,test
10.1016/j.jelechem.2019.113633,The refined parameter has slightly increased on coating of Sn on the surface of the NMO.,no,train
10.1016/j.jelechem.2019.113694,Their comparison allows discerning that Cr incorporation at low levels (x=0.01 and 0.03) led to a significant increase in the overall capacity.,both,dev
10.1016/j.jallcom.2017.10.131,"Compared with NMNF-0.46, NMNF-0.67 showed better rate performance, since the isotropic structure of NMNF-0.67 particles is more suitable for rapid insertion and extraction of sodium ions than the anisotropic structure of NMNF-0.46 nanosheet.",both,train
10.1021/am502343s,"This is attributed to the good interconnection among the fibers, with well-guided charge transfers and better electrolyte contacts.",both,train
10.1016/j.jallcom.2019.01.125,"According to the structural analysis and electrochemical measurement results, the method of K-doped can clearly increase the Na+ diffusion coefficient, stabilize the channels structure and improve the electrochemical performance for SIBs.",both,train
10.1039/c7ce00726d,"The improved capacities are likely attributed to the hybrid structure consisting of carbon-coated nano-scale cubes embedded into graphene sheets, which greatly promotes sodium-ion storage as well as electrochemical activation during the charge-discharge process.",both,train
10.1016/j.ssi.2018.11.011,"Rietveld refinement patterns of the powder XRD data confirms the P2-type structure and show that the substitution of copper increases the parameters, which enhances the crystal spacing and reduces the diffusion resistance.",both,train
10.1021/acs.chemmater.5b03276,"This observation is associated with the capacity retention plot, where a slight increase in reversible capacity occurs during the first few cycles.",no,train
10.1016/j.electacta.2019.135502,The analysis of the width of the peaks using the Full Pattern Matching method revealed an increase in the size of the coherently diffracting domains when oleic is used.,no,train
10.1016/j.electacta.2013.09.098,By limiting the upper cut-off voltage to 4.0V the cycling performance of the material can be significantly improved.,both,train
10.1039/d1cc01292d,"After adding SC additive in the cathode, the energy density of the full-cell also increases from 187 to 241 W h kg-1 (based on the total mass of the anode and cathode active materials), corresponding to the 28.9% increase ratio.",both,train
10.1016/j.ssi.2019.03.014,"And when the pH value equals to 3.0, this material demonstrates higher capacity and better cycling stability.",both,train
10.1039/c5ta09403h,"As exposure time increases, the thickness of oxidation shell increases.",no,dev
10.1016/j.jpowsour.2020.227879,"Comparing with NFS-PH (7.32*10-12S/cm), the s of four carbon-coated composites are all largely improved.",no,test
10.1021/acs.chemmater.7b02397,"They show good structural reversibility, returning to values similar to what they were prior to their increase.",no,test
10.1002/celc.201600221,"According to the comparison of these two structures, the P2 layered oxide NNM cathode material offers a better interfacial property, and we continue to work towards understanding the mechanism more deeply.",both,dev
10.1016/j.jallcom.2019.152270,"The prominent electrochemical properties should be attributed to the effective diffusion of ion and improved transportation of electron in the TiO2-x layer, which is due to the enhanced donor density and number of active sites resulting from the formation of oxygen vacancies.",both,train
10.1016/j.jallcom.2017.02.075,Both the electronic conductivities and sodium ion diffusion ability of Na2FePO4F samples were increased simultaneously after the carbon coating process.,both,train
10.1002/smll.202003973,"On other hand, the low voltage window cycling of the Mg- and Al-NVMP cathodes have exhibited higher rate performances (80 mA h g-1 at 5C) and better capacity retention ([?",both,train
10.1021/acsami.7b11282,"Hence, it could be proposed that the existence of P2 phase will facilitate the phase transition of O3 phase, resulting in better structural stability with smaller polarization so as to obtain better electrochemical performance.",both,train
10.1039/c5ta03893f,All of the materials showed lower polarization and better cycling performance than the bare SnS.,both,test
10.1002/anie.201908830,"Recently, the stable potential operation window for aqueous Li-ion batteries has been increased to >2 V by using highly concentrated aqueous solutions of Li imide salts,4 which dramatically reduce the electrochemical activity of water and the dissolution of electrode materials, thus enabling the realization of high-energy stable aqueous Li-ion batteries.",both,dev
10.1002/cssc.202100247,"However, even after 100 cycles, the increase in Rct was nominal (Figure 4 h).",no,train
10.1016/j.cej.2019.123234,The increase in coulombic efficiency may be attributed to the inhibition of P2-O2 phase transition by Mg substitution.,both,dev
10.1016/j.nanoen.2018.11.011,The thermal analysis suggests that the NFPP@rGO has better safety characteristics than the general metal oxide electrodes since its exothermal reaction shifts to a higher temperature and its exothermic energy is largely reduced.,both,train
10.1039/c7ta09260a,"NIBs can be stored safely at 0 V, and have the potential to show improved cycle life.",no,dev
10.1016/j.elecom.2019.106635,"We firstly reported rubidium and cesium ions as electrolyte additives to increase ionic conductivity and stability of the SEI on surface of hard carbon anode in sodium-ion battery, and the chemical composition of SEI can be modified significantly.",both,train
10.1039/c7ra01047h,"Through the above results, the cathode (NVOPF-rGO) material has shown much improved electrochemical properties with a CMC binder.",both,train
10.1016/j.jelechem.2020.114187,"As a result, NFPF/C-PG sample demonstrates much better electrochemical properties than other samples synthesized without adding FA or glucose.",both,dev
10.1016/j.matchemphys.2018.12.007,Its cycling stability could be improved by coating amorphous carbon onto the surface of the Fe2GeO4 particles.,both,train
10.1016/j.cej.2019.01.177,"The delicate structure can not only increase the electronic conductivity, but also improve air stability of NFPO by suppressing surface side reactions with moisture and CO2.",both,train
10.1039/d0cc02168g,"HRTEM verifies that the lattice spacing increases from 0.496 nm to 0.531 nm after 3% Sn doping, which can inhibit the damaged multiphase transition in the high-potential region of NaNi0.5Mn0.5O2, thus obtaining prolonged cycle life and better rate performance (Table S2, ESI+).",both,test
10.1039/c5ta10589g,Compared to the reported P2-Na2/3[Mg0.28Mn0.72]O2 cathode with the capacity of 220 mA h g-1 at the 1st cycle and decrease to about 150 mA h g-1 after 30 cycles; the cycling stability of the MMN cathode is largely improved.,both,train
10.1016/j.nanoen.2018.03.069,"The SEI layer with high uniformity and stability benefits homogeneous Na+ flux, so that realizes significantly improved Coulombic efficiency, and non-dendritic growth of Na metal.",both,train
10.1016/j.electacta.2015.04.125,"In our recently work, we have reported that metal ion substituted P2-Na2/3Ni1/3Mn2/3O2 showed similar change in the voltage profiles and improved electrochemical performance.",both,train
10.1021/nl504676v,"Cycle testing shows the material is stable after the second cycle for both Bio-FePo4 and Bio-FePO4-CNT.Although the SWCNT concentration is very low, the intimate positioning of SWCNT and active material in Bio-FePO4-CNT enhances charge transfer kinetics, leading to both higher capacity and improved capacity retention.",both,train
10.1002/adfm.201903795,"It is shown that a large irreversible capacity of 60 mAh g-1 is replenished and 20% increase of the first-cycle Coulombic efficiency is achieved for a hard carbon anode using this presodiation strategy, and the energy density of a Na0.9[Cu0.22Fe0.30Mn0.48]O2||carbon full cell is increased from 141 to 240 Wh kg-1 by using the presodiated carbon anode.",both,dev
10.1039/c8ta01392f,"Therefore, it's straightforward to design an anode material with a unique structure consisting of a 3D framework connected with N-doped carbon for better performance to accommodate industrial application in cooler environments.",no,test
10.1039/c7ta05680j,"The enhancement in charge-storage kinetics is mainly attributed to the improved local electronic conductivity within the composite electrode, achieved by incorporating rGO with NFPF-450/Ar.",both,dev
10.1016/j.jallcom.2018.10.150,The Ni and Co co-modified MFCN-W (after washing) showed better cycle performance and higher middle voltage than the parent MF-W cathode material.,both,test
10.1039/d0cc02168g,"But when cycling at 1C, the cut-off potential 4.1 V shows better cycling performance and high capacity retention of 45.2% for 1000 cycles, while that of 4.2 V is 7.0% (Fig. 3d).",both,train
10.1016/j.jpowsour.2019.03.031,"Nevertheless, the Ti-doped Na-NCM622 cathodes showed improved efficiencies in a wider potential window than the Na-NCM622 cathode and maintained higher discharge capacities (81% for Ti1-Na-NCM622 at 182 mAh g-1 and 83% for Ti3-Na-NCM622 at 187 mAh g-1), which could be attributed to enhanced structural stability and reduced reactivity with the electrolyte achieved by Ti doping.",both,dev
10.1002/smll.201704523,"Compared to NaNMF, the Na0.9Ca0.05NFM cathode shows a wider voltage range in pure P3 phase state during the charge/discharge process and exhibits better structure recoverability after cycling.",both,train
10.1021/acs.jpcc.6b12887,The oxide with smaller particles is performing much better in comparison with the one having bigger particles.,both,dev
10.1021/acsami.7b11282,"NNFM-0.78 is chosen as the most promising one, giving better electrochemical performance, such as capacity, cycling stability.",both,train
10.1039/c7ta09260a,"P2-based materials have a more direct Na+-ion conduction pathway, and consequently show improved rate performance.",both,train
10.1016/j.jpowsour.2018.11.035,"In the long term, full cell configuration shows better capacity retention which could be attributed to the use of a sealed Swagelok cell instead of a beaker cell that is not airtight.",both,test
10.1016/j.memsci.2019.02.074,Fig. 5b shows that the G' has been considerably increased showing that (Fig. 3a) the storage modulus improved considerably with 5 wt% of alumina nanoparticle addition.,both,dev
10.1016/j.jpowsour.2016.05.050,"In addition, it is important to highlight that an interesting increase in the gravimetric energy density is observed when K-PW replaces Na-PW, due to a raise of 0.35V in the potential at which the high voltage redox process occurs.",both,test
10.1021/ic300357d,"The cycleability of Na1-xNi0.5Mn0.5O2 is significantly improved by lowering of the cutoff voltage to 3.8 V (Figure 4), even though structural transitions from the O3 to P'3 phase are unavoidable.",no,train
10.1002/cssc.201500155,"It was demonstrated that the increase of interfacial resistance was an indication of increased interfacial charge-transfer resistance, which could be used to predict the cycling stability of any electrode materials.47 As seen in Table 1the MNC-2 electrode had a low interfacial-resistance value among the electrodes tested, which reveals that interfacial resistance significantly improves after ultrathin Al2O3 coating (2 cycles of ALD).",both,train
10.1039/c9ra05089b,"The electronic conductivity of the NVPF/C composites is presented in Table 1, and an improved electronic conductivity of the NVPF/C composite is observed with the increase in the carbon content.",both,dev
10.1039/c7ce00726d,This observation highly supports the explanation for the better rate performance of the half cells using the NVPF@C/G as a cathode material.,both,dev
10.1021/acs.chemmater.5b02299,"To further improve fluorophosphate cathodes, their capacity must be increased, which might be possible since some sodium (Na) remains unextracted in these cathodes during cycling.",no,train
10.1016/j.electacta.2019.05.106,"The initial Coulombic efficiency is highly improved in the other three samples, which possess much lower surface area arising from the pre-treatment at 450 degC.",both,train
10.1002/adma.201700210,"after titanium substitution at the beginning of Na extraction, resulting in an increased plateau potential in charge/discharge potential profiles for the Ti-substituted cases.",no,train
10.1016/j.electacta.2015.05.178,"Low-cost storage may increase grid utilization without adding more wires, and energy may be stored and released slowly to keep power flowing without interruption.",no,train
10.1002/aenm.201901431,"We found the addition of 3% PS gives lower cell resistance (Figure 2 c), a good capacity retention (Figure 2 b) but a large self-discharge (27.9%), while the addition of 5% VC leads to poor capacity retention (Figure 2 b) in agreement with the progressive increase in the cell resistance (Figure 2 c).",both,train
10.1002/ente.201901504,"But as expected, the concentration-gradient Li[Ni0.83Co0.07Mn0.10]O2 had much improved Li intercalation stability, whose capacity retention was maintained at 97%, whereas the pristine sample only achieved 73% after 50 cycles at the rate of 0.2 C.",both,dev
10.1021/acs.chemmater.6b04769,"The stability of materials against moisture is important as hygroscopic materials require a dry handling system, which would increase the cost of manufacturing.",no,train
10.1016/j.jpowsour.2018.06.050,"In comparison, Na0.67Ni0.167Co0.167Mn0.67O2 and concentration-gradient sample show better cycling stability, while the concentration-gradient sample delivers higher discharge capacities with a remarkable capacity retention of 84.5%.",both,train
10.1039/c8ta01392f,"As the current density is progressively increased from 0.1 to 0.5, 0.9, 1.5, 2.0, 3.0 and 5.0 A g-1, the specific capacity of the FeS@g-C anode varies slightly from 915.5 to 867.4, 814.0, 768.1, 733.8, 703.6 and 683.1 mA h g-1, respectively.",no,train
10.1039/c8ta11927a,"In Fig. 4c and d, the initial charge capacity of NNMO was increased to 191.5 mA h g-1 when the cell was charged to 4.5 V, 18.5 mA h g-1 higher than the theoretical capacity due to possible electrolyte decomposition above 4.4 V.",no,train
10.1002/adfm.201201589,"When the c-rate increases from 1C to 4C, the capacity decreases from 65 to 35 mAh g-1.",no,train
10.1016/j.jpowsour.2016.05.064,"When Fe contents are increased, by contrast, the electrode exhibits stable capacity retention and satisfactory thermal stability although the resulting capacity slightly decreases.",no,test
10.1002/aenm.201402235,"When tested in a sodium-ion battery with Na2MnFe(CN)6 as cathode, the rate capability, cycling performance, and coulombic efficiency are significantly improved.",both,test
10.1039/c9ta02067e,The ultra-low resistivity of graphene leads to improved electrical conductivity in anode materials.,both,train
10.1039/d0ta00130a,"Consequently, the improved reaction kinetics in NVPF@rGO ensures high reversible capacity and excellent high-rate capability.",both,test
10.1039/c9ta08991h,"Under these testing conditions, the storage capacity increased systematically from 85 mA h g-1 (NCFM) to 90 mA h g-1 (NCFMT) and finally to 105 mA h g-1 (NCNFMT) along with a systematic increase in the average discharge potential from 3.23 V vs. Na/Na+ (for NCFM) to 3.34 V vs. Na/Na+ for NCNFMT.",both,train
10.1039/c8ta09264h,"Remarkably, the GO aqueous solution was prepared via an improved Hummers method.",no,dev
10.1021/ic300357d,"From these results, it is expected that the cycleability and reversible capacity of Na1-xNi0.5Mn0.5O2 as positive electrode materials for sodium-ion batteries are further improved by the proper selection of the electrolyte solution, which can suppress intercalation of the molecules between the slabs upon high-voltage exposure.",both,test
10.1021/acsami.5b12620,"Herein, we propose a facile citrate-assisted controlled crystallization method to obtain low-defect Prussian blue lattice with greatly improved Na-storage capacity and cycling stability.",both,dev
10.1039/c8ta06551a,"In addition to F1s spectra for NM55 (Fig. 6e) and MgO-NM55 (Fig. 6f) cathodes, the P2p spectra for hard carbon anodes (Fig. S13+) provides further evidence of better cycling stability of the HC/MgO-NM55 cell than that of the HC/NM55 cell.",both,train
10.1002/celc.201600152,The electrochemical performance of O3-NaCrO2//HC49 can be improved by carbon coating the cathode material.,both,train
10.1016/j.jallcom.2019.152270,"As shown in Fig.S7, When the sample calcined in Ar(95%)/H2(5%) was re-calcined in air at the same temperature, the weight of the sample slightly increases, further demonstrating the presence of oxygen deficiency.",no,train
10.1039/c8ta00990b,Another neglected issue is that the particle fracture and loss of electrical contact of the cathode materials generally lead to increased interparticle resistance and result in fast capacity fading.,no,test
10.1039/c5ta04976h,This approach can be used to design better electrodes and batteries.,both,train
10.1016/j.jallcom.2018.10.150,The middle discharge voltage increased from 2.8 V for the unmodified one to 3.3 V for the Co and Ni co-modified electrode.,both,train
10.1016/j.elecom.2014.10.003,"At high cutoff voltage the cycling performance of MFCN is noticeably better than that for the Na(Fe0.5Co0.5)O2 and Na(Ni0.5Mn0.5)O2, indicating a difference in the intrinsic properties of these compounds.",both,dev
10.1016/j.ssi.2017.10.013,"On the other h, it has recently revealed by Goodenough's group that electrochemical properties of Na2 - xMn[Fe(CN)6]*zH2O with monoclinic phase are improved by interstitial water removal, due to a structural change to a rhombohedral phase, which delivers 150 mAh g- 1 with flat charge and discharge plateaus at 3.5 V. Yang et al. reported the synthesis of Prussian blue-reduced graphene oxide composite (PG-RGO) from coordinated water removal in PG where the oxide group in GO accept one electron from Fe2 + (HS) which has coordinated water due to [Fe(CN)6]n- vacancies, which in turn, enhance the specific capacity and stability.",both,dev
10.1016/j.electacta.2017.03.033,"When the cycling voltage range was narrowed to 1.5 V-3.8 V, the capacity retention increased to 85% after 25 cycles.",both,test
10.1021/acsami.6b04073,"However, when the current density was increased to 480(2C), 1200(5C), 1920(8C), and 2400 mA g-1 (10C), respectively, the significant differences can be observed clearly.",no,train
10.1002/adsu.201700154,"The residual carbon content of pomegranate-structured FePO4/C was 30.1%, which increased the electronic conductivity of electrodes.",both,train
10.1039/d0cc02168g,"Through the calculation, the linear relationship between Z' and o-1/2 is obtained (Fig. 2f) and the sodium ion diffusion coefficient increases from 1.197 x 10-12 to 1.415 x 10-12 cm2 s-1 after 100 cycles with Sn doping.",both,test
10.1021/ic300357d,The reversbility is improved by adding fluoroethylene carbonate into the electrolyte solution.,both,dev
10.1016/j.jpowsour.2019.02.061,"On the contrary, the (003) crystal planes for O3 phase emerged at x = 0.1, and the intensity of (003) crystal planes become stronger while the content of Mg increased.",no,test
10.1039/c6ta10577g,"After the first cycle, the total capacity of the cathode steadily increased up to 147 mA h g-1 at the 30th cycle.",no,train
